variant_name,family,description,feature_key,horizon,context_key,parameters_json,skipped_trades,downscaled_trades,upscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,upscaled_losers,upscaled_winners,upsizing_loss_added_usd,upsizing_profit_added_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,is_sharpe_delta_vs_baseline,oos_sharpe_delta_vs_baseline,is_profit_factor_delta_vs_baseline,oos_profit_factor_delta_vs_baseline,is_max_drawdown_improvement_vs_baseline,oos_max_drawdown_improvement_vs_baseline,is_trade_retention_vs_baseline,oos_trade_retention_vs_baseline,is_reference_variant,high_threshold,down_multiplier,low_threshold,up_multiplier,promotion_candidate,promotion_candidate_rank,oos_promotion_ready,is_screen_score,support_cluster_count
downside_downsize__rs_minus_share_pct__session__t95__d50,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,37,0,0,0,-0.0,0.0,19,18,6031.499999999837,6757.500000000033,0,0,0.0,0.0,-458.4999999939446,-0.008317488161171572,-0.006523618242484192,-24011.49999999573,0.9982336681723416,0.4654320987654321,-0.5660493827085735,810,810,0.4636519748139668,9.736691471093303,12,6,8955.500000003962,0.2354273533650897,0.1801723901626494,-18915.499999999254,1.051855368945864,0.4864376130198915,16.19439421338872,553,553,0.4525368248772504,9.503273322422258,7,4,-9413.999999997908,-0.551821054179876,-0.4554646947917803,-14480.999999998174,0.8916386573967703,0.42023346303501946,-36.63035019454439,257,257,0.4895238095238095,10.28,12,6,0.016395554144009783,-0.08933184457483329,0.0039287294139001006,-0.01754030708201193,0.013996038365289258,-0.031079782121129218,1.0,1.0,False,0.95,0.5,,,True,24,False,0.12417931920943444,2
downside_downsize__rs_ratio_pct__session__t95__d50,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,session,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.95}",0,37,0,0,0,-0.0,0.0,19,18,6031.499999999837,6757.500000000033,0,0,0.0,0.0,-458.4999999939446,-0.008317488161171572,-0.006523618242484192,-24011.49999999573,0.9982336681723416,0.4654320987654321,-0.5660493827085735,810,810,0.4636519748139668,9.736691471093303,12,6,8955.500000003962,0.2354273533650897,0.1801723901626494,-18915.499999999254,1.051855368945864,0.4864376130198915,16.19439421338872,553,553,0.4525368248772504,9.503273322422258,7,4,-9413.999999997908,-0.551821054179876,-0.4554646947917803,-14480.999999998174,0.8916386573967703,0.42023346303501946,-36.63035019454439,257,257,0.4895238095238095,10.28,12,6,0.016395554144009783,-0.08933184457483329,0.0039287294139001006,-0.01754030708201193,0.013996038365289258,-0.031079782121129218,1.0,1.0,False,0.95,0.5,,,True,25,False,0.12417931920943444,2
downside_three_state__rs_minus_share_pct__session__t90__lo25__u125__d50,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9, ""low_threshold"": 0.25, ""up_multiplier"": 1.25}",0,80,197,0,0,-0.0,0.0,44,36,14110.999999999663,12503.500000000064,100,97,15937.99999999971,15445.000000000095,1382.0000000062328,0.02396461649764149,0.018822926308491913,-22676.999999995794,1.0051675914985498,0.4654320987654321,1.7061728395138676,810,810,0.4636519748139668,9.736691471093303,12,6,9239.000000004122,0.23163884075986088,0.17696503575687866,-18896.49999999941,1.0515444074680769,0.4864376130198915,16.70705244123711,553,553,0.4525368248772504,9.503273322422258,7,4,-7856.999999997891,-0.44230346038958873,-0.36801170198566124,-13244.499999998156,0.9109107917340126,0.42023346303501946,-30.57198443578946,257,257,0.4895238095238095,10.28,12,6,0.012607041538780978,0.02018574921545402,0.0036177679361129034,0.001731827255230356,0.01498644703917607,0.056961799992879196,1.0,1.0,False,0.9,0.5,0.25,1.25,True,26,True,0.12082381864559161,1
downside_three_state__rs_ratio_pct__session__t90__lo25__u125__d50,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_ratio_pct,session,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.9, ""low_threshold"": 0.25, ""up_multiplier"": 1.25}",0,80,197,0,0,-0.0,0.0,44,36,14110.999999999663,12503.500000000064,100,97,15937.99999999971,15445.000000000095,1382.0000000062328,0.02396461649764149,0.018822926308491913,-22676.999999995794,1.0051675914985498,0.4654320987654321,1.7061728395138676,810,810,0.4636519748139668,9.736691471093303,12,6,9239.000000004122,0.23163884075986088,0.17696503575687866,-18896.49999999941,1.0515444074680769,0.4864376130198915,16.70705244123711,553,553,0.4525368248772504,9.503273322422258,7,4,-7856.999999997891,-0.44230346038958873,-0.36801170198566124,-13244.499999998156,0.9109107917340126,0.42023346303501946,-30.57198443578946,257,257,0.4895238095238095,10.28,12,6,0.012607041538780978,0.02018574921545402,0.0036177679361129034,0.001731827255230356,0.01498644703917607,0.056961799992879196,1.0,1.0,False,0.9,0.5,0.25,1.25,True,27,True,0.12082381864559161,1
downside_three_state__rs_minus_pct__30m__t85__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.85, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,76,232,0,0,-0.0,0.0,44,32,7434.499999999891,5698.500000000044,119,113,7546.999999999813,7565.500000000009,2022.0000000062919,0.035773150088978724,0.02813744497667036,-22012.999999995238,1.007609470818155,0.4654320987654321,2.496296296304064,810,810,0.4636519748139668,9.736691471093303,12,6,8966.000000004065,0.23150700130688234,0.17674809912983483,-18908.499999998916,1.0508635630022563,0.4864376130198915,16.21338155516106,553,553,0.4525368248772504,9.503273322422258,7,4,-6943.9999999977745,-0.3910210443399571,-0.3273552266519364,-12508.499999998034,0.9223665675379787,0.42023346303501946,-27.01945525290963,257,257,0.4895238095238095,10.28,12,6,0.01247520208580244,0.07146816526508565,0.0029369234702922853,0.013187603059196529,0.014360925771478725,0.1093666559863446,1.0,1.0,False,0.85,0.75,0.25,1.1,True,28,True,0.12024304966560026,2
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d75__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,90m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,12,0,0,0,-0.0,0.0,9,3,1099.9999999999795,745.9999999999764,0,0,0.0,0.0,621.5000000062537,0.011103838707207537,0.008720093329807522,-23359.999999995256,1.002349636496324,0.4654320987654321,0.7672839506250045,810,810,0.4636519748139668,9.736691471093303,12,6,8843.500000004029,0.23058630466035857,0.17623351416669558,-18902.99999999896,1.050555085520924,0.4864376130198915,15.99186256781922,553,553,0.4525368248772504,9.503273322422258,7,4,-8221.999999997779,-0.46763542268697916,-0.3887801777043126,-14108.999999998028,0.9082171442605239,0.42023346303501946,-31.99221789882404,257,257,0.4895238095238095,10.28,12,6,0.011554505439278662,-0.005146213081936413,0.0026284459889600598,-0.0009618202182583024,0.014647623019182886,-0.004592545124426056,1.0,1.0,False,0.85,0.75,,,True,29,False,0.11940400614666212,0
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d75__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_ratio_pct,90m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.85}",0,12,0,0,0,-0.0,0.0,9,3,1099.9999999999795,745.9999999999764,0,0,0.0,0.0,621.5000000062537,0.011103838707207537,0.008720093329807522,-23359.999999995256,1.002349636496324,0.4654320987654321,0.7672839506250045,810,810,0.4636519748139668,9.736691471093303,12,6,8843.500000004029,0.23058630466035857,0.17623351416669558,-18902.99999999896,1.050555085520924,0.4864376130198915,15.99186256781922,553,553,0.4525368248772504,9.503273322422258,7,4,-8221.999999997779,-0.46763542268697916,-0.3887801777043126,-14108.999999998028,0.9082171442605239,0.42023346303501946,-31.99221789882404,257,257,0.4895238095238095,10.28,12,6,0.011554505439278662,-0.005146213081936413,0.0026284459889600598,-0.0009618202182583024,0.014647623019182886,-0.004592545124426056,1.0,1.0,False,0.85,0.75,,,True,30,False,0.11940400614666212,0
downside_three_state__rs_minus_pct__session__t85__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.85, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,86,219,0,0,-0.0,0.0,43,43,5863.999999999895,6049.500000000035,119,100,7718.499999999805,7248.499999999991,-387.999999993709,-0.0068334217181421535,-0.005360713301793297,-23247.499999995685,0.9985493347690667,0.4654320987654321,-0.47901234567124573,810,810,0.4636519748139668,9.736691471093303,12,6,9076.500000004058,0.23291830561549087,0.1782879549612832,-19034.999999999403,1.0513479799394347,0.4864376130198915,16.413200723334644,553,553,0.4525368248772504,9.503273322422258,7,4,-9464.499999997764,-0.5324688746113201,-0.439834275853879,-15060.99999999802,0.8956493456377905,0.42023346303501946,-36.82684824901854,257,257,0.4895238095238095,10.28,12,6,0.013886506394410969,-0.06997966500627734,0.0034213404074707743,-0.013529618840991686,0.007766889074205245,-0.07237708711596182,1.0,1.0,False,0.85,0.75,0.25,1.1,True,31,False,0.11845421901300775,2
downside_downsize__rs_minus_share_pct__60m__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,60m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,35,0,0,0,-0.0,0.0,18,17,2934.499999999921,3092.0000000000155,0,0,0.0,0.0,110.00000000615637,0.001978429902563965,0.001553582462004651,-24276.499999995343,1.0004187692372353,0.4654320987654321,0.13580246914340294,810,810,0.4636519748139668,9.736691471093303,12,6,8513.000000003984,0.22289499532407417,0.17038571593821256,-18754.499999998963,1.048867012040263,0.4864376130198915,15.394213381562357,553,553,0.4525368248772504,9.503273322422258,7,4,-8402.999999997828,-0.4836223808090553,-0.4017609202664416,-14367.999999998083,0.9050154294822014,0.42023346303501946,-32.696498054466254,257,257,0.4895238095238095,10.28,12,6,0.003863196102994265,-0.021133171204012535,0.0009403725082990366,-0.004163534996580842,0.022388448707256516,-0.02303392787212735,1.0,1.0,False,0.95,0.75,,,True,32,False,0.11524549495828233,2
downside_downsize__rs_ratio_pct__60m__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,60m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.95}",0,35,0,0,0,-0.0,0.0,18,17,2934.499999999921,3092.0000000000155,0,0,0.0,0.0,110.00000000615637,0.001978429902563965,0.001553582462004651,-24276.499999995343,1.0004187692372353,0.4654320987654321,0.13580246914340294,810,810,0.4636519748139668,9.736691471093303,12,6,8513.000000003984,0.22289499532407417,0.17038571593821256,-18754.499999998963,1.048867012040263,0.4864376130198915,15.394213381562357,553,553,0.4525368248772504,9.503273322422258,7,4,-8402.999999997828,-0.4836223808090553,-0.4017609202664416,-14367.999999998083,0.9050154294822014,0.42023346303501946,-32.696498054466254,257,257,0.4895238095238095,10.28,12,6,0.003863196102994265,-0.021133171204012535,0.0009403725082990366,-0.004163534996580842,0.022388448707256516,-0.02303392787212735,1.0,1.0,False,0.95,0.75,,,True,33,False,0.11524549495828233,2
downside_downsize__rs_minus_share_pct__session__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,37,0,0,0,-0.0,0.0,19,18,3206.499999999917,3529.5000000000164,0,0,0.0,0.0,-55.499999993855454,-0.0009996813965929584,-0.0007844588785791331,-23836.99999999535,0.9997884928688033,0.4654320987654321,-0.06851851851093266,810,810,0.4636519748139668,9.736691471093303,12,6,8736.500000003995,0.2287239807906018,0.17489508910901097,-19004.999999998956,1.0501773278771147,0.4864376130198915,15.79837251356961,553,553,0.4525368248772504,9.503273322422258,7,4,-8791.999999997843,-0.5084547400620147,-0.4211640291844928,-14268.999999998108,0.90041907350778,0.42023346303501946,-34.21011673150912,257,257,0.4895238095238095,10.28,12,6,0.009692181569521896,-0.04596553045697199,0.002250688345150742,-0.00875989097100216,0.009330692243536413,-0.015984905123009305,1.0,1.0,False,0.95,0.75,,,True,34,False,0.11480766536032026,2
downside_downsize__rs_ratio_pct__session__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.95}",0,37,0,0,0,-0.0,0.0,19,18,3206.499999999917,3529.5000000000164,0,0,0.0,0.0,-55.499999993855454,-0.0009996813965929584,-0.0007844588785791331,-23836.99999999535,0.9997884928688033,0.4654320987654321,-0.06851851851093266,810,810,0.4636519748139668,9.736691471093303,12,6,8736.500000003995,0.2287239807906018,0.17489508910901097,-19004.999999998956,1.0501773278771147,0.4864376130198915,15.79837251356961,553,553,0.4525368248772504,9.503273322422258,7,4,-8791.999999997843,-0.5084547400620147,-0.4211640291844928,-14268.999999998108,0.90041907350778,0.42023346303501946,-34.21011673150912,257,257,0.4895238095238095,10.28,12,6,0.009692181569521896,-0.04596553045697199,0.002250688345150742,-0.00875989097100216,0.009330692243536413,-0.015984905123009305,1.0,1.0,False,0.95,0.75,,,True,35,False,0.11480766536032026,2
downside_downsize__rs_minus_pct__90m__t95__d50,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,90m,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.95}",0,23,0,0,0,-0.0,0.0,13,10,3456.9999999999495,3851.000000000031,0,0,0.0,0.0,-126.4999999938318,-0.002278926364897187,-0.0017847491239997753,-22598.999999995343,0.9995174555220107,0.4654320987654321,-0.1561728394985578,810,810,0.4636519748139668,9.736691471093303,12,6,8560.500000003973,0.22472670875325895,0.17146252123159264,-18909.999999998956,1.0493369296471353,0.4864376130198915,15.480108499103025,553,553,0.4525368248772504,9.503273322422258,7,4,-8686.999999997804,-0.49979001444379956,-0.41342962959325785,-12957.999999998077,0.9019979467740883,0.42023346303501946,-33.80155642022492,257,257,0.4895238095238095,10.28,12,6,0.005694909532179049,-0.03730080483875681,0.0014102901151713532,-0.007181017704693926,0.014282735613011245,0.0773612446153377,1.0,1.0,False,0.95,0.5,,,True,36,False,0.11311833536171895,4
downside_three_state__rs_minus_pct__session__t95__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.95, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,26,219,0,0,-0.0,0.0,13,13,1556.9999999999732,1924.4999999999993,119,100,7718.499999999805,7248.499999999991,-569.9999999935935,-0.009922276153867454,-0.007772787047874648,-24446.499999995605,0.9979026421190175,0.4654320987654321,-0.7037037036957945,810,810,0.4636519748139668,9.736691471093303,12,6,8887.000000004131,0.22569030491977732,0.17230890734079077,-18961.499999999392,1.0494763975259256,0.4864376130198915,16.070524412304035,553,553,0.4525368248772504,9.503273322422258,7,4,-9456.999999997726,-0.5245073734650336,-0.43369182161840947,-15065.99999999798,0.8973732901426703,0.42023346303501946,-36.79766536964096,257,257,0.4895238095238095,10.28,12,6,0.0066585056986974145,-0.06201816385999087,0.0015497579939616202,-0.011805674336111904,0.011598206839010028,-0.07273309836591452,1.0,1.0,False,0.95,0.75,0.25,1.1,True,37,False,0.11276756071699476,2
downside_downsize__rs_minus_pct__60m__t95__d50,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,60m,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.95}",0,27,0,0,0,-0.0,0.0,14,13,4223.9999999999345,2609.000000000057,0,0,0.0,0.0,1882.5000000061282,0.033795217985733136,0.026640670086756642,-22883.999999995347,1.0072020200088228,0.4654320987654321,2.32407407408164,810,810,0.4636519748139668,9.736691471093303,12,6,8541.000000003954,0.2239216849657386,0.17130265769018488,-18909.999999998956,1.049275236900201,0.4864376130198915,15.44484629295471,553,553,0.4525368248772504,9.503273322422258,7,4,-6658.49999999783,-0.3799545917783221,-0.31893737822540985,-13223.499999998066,0.9243803412736945,0.42023346303501946,-25.908560311275604,257,257,0.4895238095238095,10.28,12,6,0.004889885744658706,0.08253461782672067,0.0013485973682370034,0.015201376794912291,0.014282735613011245,0.058457047242698845,1.0,1.0,False,0.95,0.5,,,True,38,True,0.11230097302481173,4
downside_downsize__rs_minus_pct__90m__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,90m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.95}",0,23,0,0,0,-0.0,0.0,13,10,1795.9999999999752,2029.0000000000168,0,0,0.0,0.0,34.50000000620639,0.0006188069359759147,0.00048510181263514195,-23245.999999995303,1.0001307744501076,0.4654320987654321,0.0425925926002548,810,810,0.4636519748139668,9.736691471093303,12,6,8467.500000003998,0.22147890650709007,0.16903399251532344,-19071.999999998952,1.0485043420480036,0.4864376130198915,15.311934900549725,553,553,0.4525368248772504,9.503273322422258,7,4,-8432.999999997792,-0.48229152018853294,-0.39994299199802663,-13511.999999998056,0.905503075940453,0.42023346303501946,-32.813229571975846,257,257,0.4895238095238095,10.28,12,6,0.002447107286010164,-0.01980231058349019,0.0005777025160396132,-0.0036758885383292306,0.005838198498749088,0.037915198120264476,1.0,1.0,False,0.95,0.75,,,True,39,False,0.10548174703859263,4
downside_downsize__rs_minus_pct__60m__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,60m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.95}",0,27,0,0,0,-0.0,0.0,14,13,2078.499999999968,1346.0000000000286,0,0,0.0,0.0,1000.0000000061891,0.017895930684985774,0.014081297052982465,-23427.499999995303,1.0037946271873892,0.4654320987654321,1.2345679012422088,810,810,0.4636519748139668,9.736691471093303,12,6,8463.500000003995,0.22117015386127348,0.16904585937914948,-19071.999999998952,1.0484905952251593,0.4864376130198915,15.30470162749366,553,553,0.4525368248772504,9.503273322422258,7,4,-7463.499999997803,-0.42467264046084713,-0.35511595617086367,-13689.499999998052,0.9161324396150416,0.42023346303501946,-29.040856031119855,257,257,0.4895238095238095,10.28,12,6,0.002138354640193574,0.03781656914419562,0.0005639556931953393,0.006953475136259435,0.005838198498749088,0.02527679874684277,1.0,1.0,False,0.95,0.75,,,True,40,True,0.1051702450282072,4
