session_date,entry_time,direction,net_pnl_retained,net_pnl_3state,contracts_retained,contracts_3state,risk_multiplier,pnl_ratio,flag_pnl_ratio_gt_1_with_multiplier_le_1,match_status
2021-02-03 00:00:00,2021-02-03 15:11:00+00:00,short,,436.0,,4.0,1.0,,False,sizing_3state_only
2021-02-04 00:00:00,2021-02-04 15:03:00+00:00,short,,-474.0,,3.0,0.75,,False,sizing_3state_only
2021-02-05 00:00:00,2021-02-05 15:03:00+00:00,short,,-520.0,,4.0,0.75,,False,sizing_3state_only
2021-02-08 00:00:00,2021-02-08 15:05:00+00:00,long,,-712.0,,8.0,1.0,,False,sizing_3state_only
2021-02-09 00:00:00,2021-02-09 15:01:00+00:00,long,,-267.5,,5.0,1.0,,False,sizing_3state_only
2021-02-09,2021-02-09 15:02:00+00:00,long,-60.5,,1.0,,,,False,retained_only
2021-02-10 00:00:00,2021-02-10 15:13:00+00:00,short,,1372.0,,7.0,1.0,,False,sizing_3state_only
2021-02-16 00:00:00,2021-02-16 15:32:00+00:00,long,,-367.5,,3.0,0.5,,False,sizing_3state_only
2021-02-17 00:00:00,2021-02-17 15:22:00+00:00,short,,-732.0,,4.0,1.0,,False,sizing_3state_only
2021-02-18 00:00:00,2021-02-18 15:07:00+00:00,short,,-433.5,,3.0,0.75,,False,sizing_3state_only
2021-02-19 00:00:00,2021-02-19 15:12:00+00:00,short,,504.0,,4.0,0.75,,False,sizing_3state_only
2021-02-22 00:00:00,2021-02-22 15:23:00+00:00,short,,932.0,,4.0,1.0,,False,sizing_3state_only
2021-02-25 00:00:00,2021-02-25 15:05:00+00:00,short,,476.0,,1.0,0.5,,False,sizing_3state_only
2021-02-26,2021-02-26 17:09:00+00:00,long,-212.5,,1.0,,,,False,retained_only
2021-03-01 00:00:00,2021-03-01 15:18:00+00:00,long,,622.0,,2.0,0.5,,False,sizing_3state_only
2021-03-01,2021-03-01 15:22:00+00:00,long,255.0,,1.0,,,,False,retained_only
2021-03-02 00:00:00,2021-03-02 15:30:00+00:00,short,,187.5,,1.0,0.75,,False,sizing_3state_only
2021-03-03 00:00:00,2021-03-03 15:07:00+00:00,short,,644.0,,1.0,0.75,,False,sizing_3state_only
2021-03-09,2021-03-09 14:50:00+00:00,long,285.0,,1.0,,,,False,retained_only
2021-03-09 00:00:00,2021-03-09 15:02:00+00:00,long,,112.5,,1.0,0.5,,False,sizing_3state_only
2021-03-10 00:00:00,2021-03-10 15:26:00+00:00,short,,134.5,,1.0,0.5,,False,sizing_3state_only
2021-03-11 00:00:00,2021-03-11 15:19:00+00:00,short,,-694.0,,4.0,1.0,,False,sizing_3state_only
2021-03-11,2021-03-11 15:54:00+00:00,long,65.0,,1.0,,,,False,retained_only
2021-03-12 00:00:00,2021-03-12 15:28:00+00:00,short,,-230.5,,1.0,0.5,,False,sizing_3state_only
2021-03-15 00:00:00,2021-03-15 14:13:00+00:00,long,,-716.0,,4.0,1.0,,False,sizing_3state_only
2021-03-16,2021-03-16 13:46:00+00:00,long,-142.0,,1.0,,,,False,retained_only
2021-03-16 00:00:00,2021-03-16 14:02:00+00:00,long,,-628.5,,3.0,1.0,,False,sizing_3state_only
2021-03-17 00:00:00,2021-03-17 14:11:00+00:00,long,,884.0,,2.0,0.75,,False,sizing_3state_only
2021-03-18 00:00:00,2021-03-18 14:11:00+00:00,short,,570.0,,2.0,0.75,,False,sizing_3state_only
2021-03-22,2021-03-22 13:53:00+00:00,long,284.0,,1.0,,,,False,retained_only
2021-03-22 00:00:00,2021-03-22 14:01:00+00:00,long,,108.0,,1.0,0.5,,False,sizing_3state_only
2021-03-23 00:00:00,2021-03-23 14:11:00+00:00,long,,-622.0,,4.0,1.0,,False,sizing_3state_only
2021-03-24 00:00:00,2021-03-24 14:17:00+00:00,short,,606.0,,2.0,1.0,,False,sizing_3state_only
2021-03-25 00:00:00,2021-03-25 14:02:00+00:00,long,,-476.0,,2.0,0.75,,False,sizing_3state_only
2021-03-26,2021-03-26 13:48:00+00:00,long,-141.5,,1.0,,,,False,retained_only
2021-03-26 00:00:00,2021-03-26 14:03:00+00:00,long,,-535.5,,3.0,0.75,,False,sizing_3state_only
2021-03-29 00:00:00,2021-03-29 14:01:00+00:00,short,,-548.0,,2.0,0.75,,False,sizing_3state_only
2021-03-30 00:00:00,2021-03-30 14:20:00+00:00,short,,-571.5,,3.0,1.0,,False,sizing_3state_only
2021-03-31,2021-03-31 13:49:00+00:00,long,137.0,,1.0,,,,False,retained_only
2021-03-31 00:00:00,2021-03-31 14:01:00+00:00,long,,107.0,,2.0,0.75,,False,sizing_3state_only
2021-04-01 00:00:00,2021-04-01 14:10:00+00:00,long,,90.0,,4.0,0.75,,False,sizing_3state_only
2021-04-05,2021-04-05 13:49:00+00:00,long,248.0,,1.0,,,,False,retained_only
2021-04-05 00:00:00,2021-04-05 14:10:00+00:00,long,,730.0,,4.0,1.0,,False,sizing_3state_only
2021-04-06 00:00:00,2021-04-06 14:01:00+00:00,long,,-154.5,,3.0,0.5,,False,sizing_3state_only
2021-04-07 00:00:00,2021-04-07 14:02:00+00:00,long,,108.0,,3.0,0.75,,False,sizing_3state_only
2021-04-08 00:00:00,2021-04-08 14:13:00+00:00,short,,-322.5,,3.0,0.5,,False,sizing_3state_only
2021-04-09 00:00:00,2021-04-09 14:04:00+00:00,long,,394.0,,2.0,0.5,,False,sizing_3state_only
2021-04-13,2021-04-13 13:54:00+00:00,long,58.0,,1.0,,,,False,retained_only
2021-04-14 00:00:00,2021-04-14 14:24:00+00:00,short,,588.0,,3.0,0.5,,False,sizing_3state_only
2021-04-15 00:00:00,2021-04-15 14:28:00+00:00,long,,254.0,,4.0,0.75,,False,sizing_3state_only
2021-04-19 00:00:00,2021-04-19 14:07:00+00:00,short,,181.5,,3.0,0.75,,False,sizing_3state_only
2021-04-20 00:00:00,2021-04-20 14:41:00+00:00,short,,806.0,,4.0,1.0,,False,sizing_3state_only
2021-04-21,2021-04-21 13:59:00+00:00,long,212.5,,1.0,,,,False,retained_only
2021-04-21 00:00:00,2021-04-21 14:26:00+00:00,long,,532.5,,3.0,1.0,,False,sizing_3state_only
2021-04-22 00:00:00,2021-04-22 14:31:00+00:00,long,,-262.0,,2.0,0.5,,False,sizing_3state_only
2021-04-23,2021-04-23 13:52:00+00:00,long,386.0,,2.0,,,,False,retained_only
2021-04-23 00:00:00,2021-04-23 14:04:00+00:00,long,,1270.0,,5.0,1.0,,False,sizing_3state_only
2021-04-27 00:00:00,2021-04-27 14:01:00+00:00,short,,-116.0,,2.0,0.75,,False,sizing_3state_only
2021-04-29 00:00:00,2021-04-29 14:01:00+00:00,short,,-22.0,,2.0,0.75,,False,sizing_3state_only
2021-04-30 00:00:00,2021-04-30 14:12:00+00:00,long,,-722.5,,5.0,1.0,,False,sizing_3state_only
2021-05-03 00:00:00,2021-05-03 14:08:00+00:00,long,,-454.5,,3.0,0.75,,False,sizing_3state_only
2021-05-04 00:00:00,2021-05-04 14:02:00+00:00,short,,-18.5,,1.0,0.5,,False,sizing_3state_only
2021-05-05 00:00:00,2021-05-05 14:01:00+00:00,short,,513.0,,3.0,1.0,,False,sizing_3state_only
2021-05-06 00:00:00,2021-05-06 14:02:00+00:00,short,,-376.0,,2.0,0.75,,False,sizing_3state_only
2021-05-07 00:00:00,2021-05-07 14:08:00+00:00,long,,-90.0,,1.0,0.5,,False,sizing_3state_only
2021-05-07,2021-05-07 14:11:00+00:00,long,-118.0,,1.0,,,,False,retained_only
2021-05-10 00:00:00,2021-05-10 14:04:00+00:00,short,,1194.0,,2.0,1.0,,False,sizing_3state_only
2021-05-12 00:00:00,2021-05-12 14:13:00+00:00,short,,212.0,,1.0,0.5,,False,sizing_3state_only
2021-05-13,2021-05-13 14:01:00+00:00,long,-141.0,-568.5,1.0,3.0,1.0,4.031914893617022,True,matched_on_entry_time_and_direction
2021-05-14 00:00:00,2021-05-14 14:03:00+00:00,long,,502.0,,2.0,0.5,,False,sizing_3state_only
2021-05-14,2021-05-14 14:12:00+00:00,long,219.5,,1.0,,,,False,retained_only
2021-05-17 00:00:00,2021-05-17 14:02:00+00:00,short,,-750.0,,4.0,1.0,,False,sizing_3state_only
2021-05-18 00:00:00,2021-05-18 14:26:00+00:00,long,,-270.0,,2.0,0.5,,False,sizing_3state_only
2021-05-19 00:00:00,2021-05-19 14:26:00+00:00,long,,302.0,,1.0,0.5,,False,sizing_3state_only
2021-05-20,2021-05-20 13:48:00+00:00,long,174.5,,1.0,,,,False,retained_only
2021-05-20 00:00:00,2021-05-20 14:02:00+00:00,long,,332.0,,2.0,0.75,,False,sizing_3state_only
2021-05-21 00:00:00,2021-05-21 14:19:00+00:00,short,,480.0,,4.0,1.0,,False,sizing_3state_only
2021-05-24,2021-05-24 14:01:00+00:00,long,93.5,280.5,1.0,3.0,1.0,3.0,True,matched_on_entry_time_and_direction
2021-05-25 00:00:00,2021-05-25 14:02:00+00:00,short,,-58.0,,4.0,1.0,,False,sizing_3state_only
2021-05-26 00:00:00,2021-05-26 14:03:00+00:00,short,,-310.5,,3.0,0.5,,False,sizing_3state_only
2021-05-27 00:00:00,2021-05-27 14:18:00+00:00,long,,-225.0,,3.0,0.5,,False,sizing_3state_only
2021-06-01 00:00:00,2021-06-01 14:05:00+00:00,short,,286.5,,3.0,0.75,,False,sizing_3state_only
2021-06-03 00:00:00,2021-06-03 15:00:00+00:00,long,,-330.0,,3.0,1.0,,False,sizing_3state_only
2021-06-04,2021-06-04 13:46:00+00:00,long,142.5,,1.0,,,,False,retained_only
2021-06-04 00:00:00,2021-06-04 14:01:00+00:00,long,,112.5,,1.0,0.5,,False,sizing_3state_only
2021-06-07 00:00:00,2021-06-07 14:20:00+00:00,short,,-312.0,,3.0,0.5,,False,sizing_3state_only
2021-06-08 00:00:00,2021-06-08 14:01:00+00:00,short,,66.0,,3.0,0.75,,False,sizing_3state_only
2021-06-09 00:00:00,2021-06-09 14:12:00+00:00,short,,87.0,,2.0,0.5,,False,sizing_3state_only
2021-06-15 00:00:00,2021-06-15 14:29:00+00:00,short,,423.0,,6.0,1.0,,False,sizing_3state_only
2021-06-17,2021-06-17 13:52:00+00:00,long,272.5,,1.0,,,,False,retained_only
2021-06-17 00:00:00,2021-06-17 14:03:00+00:00,long,,246.0,,1.0,0.5,,False,sizing_3state_only
2021-06-21 00:00:00,2021-06-21 14:11:00+00:00,long,,116.0,,1.0,0.5,,False,sizing_3state_only
2021-06-22 00:00:00,2021-06-22 14:32:00+00:00,long,,301.0,,2.0,0.5,,False,sizing_3state_only
2021-06-23,2021-06-23 13:59:00+00:00,long,-224.0,,2.0,,,,False,retained_only
2021-06-25 00:00:00,2021-06-25 14:12:00+00:00,short,,-136.0,,4.0,0.75,,False,sizing_3state_only
2021-06-28,2021-06-28 14:02:00+00:00,long,88.5,442.5,1.0,5.0,1.0,5.0,True,matched_on_entry_time_and_direction
2021-07-06,2021-07-06 14:08:00+00:00,long,-249.0,,3.0,,,,False,retained_only
2021-07-07 00:00:00,2021-07-07 14:04:00+00:00,short,,87.5,,5.0,1.0,,False,sizing_3state_only
2021-07-08 00:00:00,2021-07-08 14:06:00+00:00,long,,385.5,,3.0,1.0,,False,sizing_3state_only
2021-07-09 00:00:00,2021-07-09 14:24:00+00:00,long,,472.5,,3.0,0.5,,False,sizing_3state_only
2021-07-12 00:00:00,2021-07-12 14:02:00+00:00,short,,-406.5,,3.0,0.75,,False,sizing_3state_only
2021-07-13,2021-07-13 13:55:00+00:00,long,-131.5,,1.0,,,,False,retained_only
2021-07-13 00:00:00,2021-07-13 14:01:00+00:00,long,,-549.0,,3.0,0.75,,False,sizing_3state_only
2021-07-14 00:00:00,2021-07-14 14:05:00+00:00,long,,-478.0,,4.0,0.75,,False,sizing_3state_only
2021-07-15 00:00:00,2021-07-15 14:29:00+00:00,short,,-7.5,,3.0,1.0,,False,sizing_3state_only
2021-07-16 00:00:00,2021-07-16 14:09:00+00:00,short,,1165.0,,5.0,1.0,,False,sizing_3state_only
2021-07-19 00:00:00,2021-07-19 14:02:00+00:00,short,,-472.0,,2.0,0.75,,False,sizing_3state_only
2021-07-20 00:00:00,2021-07-20 14:21:00+00:00,long,,163.5,,1.0,0.5,,False,sizing_3state_only
2021-07-21,2021-07-21 13:58:00+00:00,long,324.0,,2.0,,,,False,retained_only
2021-07-22,2021-07-22 14:27:00+00:00,long,88.0,440.0,1.0,5.0,1.0,5.0,True,matched_on_entry_time_and_direction
2021-07-26 00:00:00,2021-07-26 14:01:00+00:00,long,,48.0,,2.0,0.5,,False,sizing_3state_only
2021-07-27 00:00:00,2021-07-27 14:06:00+00:00,short,,1086.0,,3.0,0.75,,False,sizing_3state_only
2021-07-28 00:00:00,2021-07-28 14:18:00+00:00,long,,-65.5,,1.0,0.5,,False,sizing_3state_only
2021-07-29,2021-07-29 13:47:00+00:00,long,-198.0,,1.0,,,,False,retained_only
2021-07-30 00:00:00,2021-07-30 14:01:00+00:00,long,,8.0,,1.0,0.5,,False,sizing_3state_only
2021-08-03 00:00:00,2021-08-03 14:08:00+00:00,short,,-488.0,,2.0,0.75,,False,sizing_3state_only
2021-08-04 00:00:00,2021-08-04 14:21:00+00:00,short,,-254.0,,2.0,0.5,,False,sizing_3state_only
2021-08-06 00:00:00,2021-08-06 14:06:00+00:00,short,,15.0,,6.0,1.0,,False,sizing_3state_only
2021-08-11 00:00:00,2021-08-11 14:12:00+00:00,short,,112.5,,3.0,0.75,,False,sizing_3state_only
2021-08-12 00:00:00,2021-08-12 14:20:00+00:00,long,,261.0,,2.0,0.5,,False,sizing_3state_only
2021-08-13,2021-08-13 14:18:00+00:00,long,-14.0,,1.0,,,,False,retained_only
2021-08-16 00:00:00,2021-08-16 14:07:00+00:00,short,,-394.0,,2.0,0.75,,False,sizing_3state_only
2021-08-17 00:00:00,2021-08-17 14:44:00+00:00,long,,-191.0,,1.0,0.5,,False,sizing_3state_only
2021-08-18,2021-08-18 13:56:00+00:00,long,-129.0,,1.0,,,,False,retained_only
2021-08-19 00:00:00,2021-08-19 14:02:00+00:00,long,,514.5,,3.0,0.75,,False,sizing_3state_only
2021-08-20,2021-08-20 13:46:00+00:00,long,366.0,,2.0,,,,False,retained_only
2021-08-20 00:00:00,2021-08-20 14:04:00+00:00,long,,274.0,,4.0,1.0,,False,sizing_3state_only
2021-08-23,2021-08-23 13:47:00+00:00,long,228.5,,1.0,,,,False,retained_only
2021-08-23 00:00:00,2021-08-23 14:02:00+00:00,long,,588.0,,3.0,0.75,,False,sizing_3state_only
2021-08-24 00:00:00,2021-08-24 14:09:00+00:00,long,,28.0,,8.0,1.0,,False,sizing_3state_only
2021-08-27,2021-08-27 14:03:00+00:00,long,120.5,361.5,1.0,3.0,0.75,3.0,True,matched_on_entry_time_and_direction
2021-08-30,2021-08-30 13:54:00+00:00,long,149.5,,1.0,,,,False,retained_only
2021-09-01,2021-09-01 13:46:00+00:00,long,-220.0,,2.0,,,,False,retained_only
2021-09-03,2021-09-03 14:01:00+00:00,long,4.5,,1.0,,,,False,retained_only
2021-09-03 00:00:00,2021-09-03 14:02:00+00:00,long,,-2.0,,2.0,0.5,,False,sizing_3state_only
2021-09-07 00:00:00,2021-09-07 14:13:00+00:00,short,,-720.0,,6.0,1.0,,False,sizing_3state_only
2021-09-13 00:00:00,2021-09-13 14:02:00+00:00,short,,-65.0,,1.0,0.75,,False,sizing_3state_only
2021-09-14 00:00:00,2021-09-14 14:01:00+00:00,short,,51.0,,1.0,0.5,,False,sizing_3state_only
2021-09-15 00:00:00,2021-09-15 14:13:00+00:00,short,,-709.5,,3.0,1.0,,False,sizing_3state_only
2021-09-16 00:00:00,2021-09-16 14:04:00+00:00,short,,-354.0,,2.0,0.5,,False,sizing_3state_only
2021-09-20 00:00:00,2021-09-20 14:21:00+00:00,short,,52.5,,1.0,0.5,,False,sizing_3state_only
2021-09-21,2021-09-21 13:46:00+00:00,long,-173.5,,1.0,,,,False,retained_only
2021-09-21 00:00:00,2021-09-21 14:10:00+00:00,short,,-33.0,,2.0,0.75,,False,sizing_3state_only
2021-09-22 00:00:00,2021-09-22 14:01:00+00:00,long,,524.0,,2.0,0.5,,False,sizing_3state_only
2021-09-22,2021-09-22 14:07:00+00:00,long,97.5,,1.0,,,,False,retained_only
2021-09-23,2021-09-23 13:48:00+00:00,long,67.5,,1.0,,,,False,retained_only
2021-09-23 00:00:00,2021-09-23 14:03:00+00:00,long,,-3.0,,3.0,1.0,,False,sizing_3state_only
2021-09-24 00:00:00,2021-09-24 14:01:00+00:00,long,,595.0,,5.0,1.0,,False,sizing_3state_only
2021-09-27 00:00:00,2021-09-27 15:05:00+00:00,long,,-137.0,,2.0,0.75,,False,sizing_3state_only
2021-09-28 00:00:00,2021-09-28 14:02:00+00:00,short,,473.0,,2.0,0.75,,False,sizing_3state_only
2021-09-29,2021-09-29 13:50:00+00:00,long,-168.5,,1.0,,,,False,retained_only
2021-09-29 00:00:00,2021-09-29 15:36:00+00:00,short,,57.0,,1.0,0.5,,False,sizing_3state_only
2021-09-30,2021-09-30 13:51:00+00:00,long,-139.0,,1.0,,,,False,retained_only
2021-09-30 00:00:00,2021-09-30 14:31:00+00:00,short,,918.0,,3.0,0.75,,False,sizing_3state_only
2021-10-01 00:00:00,2021-10-01 14:16:00+00:00,short,,-331.0,,1.0,0.75,,False,sizing_3state_only
2021-10-04 00:00:00,2021-10-04 14:03:00+00:00,short,,129.5,,1.0,0.75,,False,sizing_3state_only
2021-10-05,2021-10-05 13:50:00+00:00,long,314.0,,1.0,,,,False,retained_only
2021-10-05 00:00:00,2021-10-05 14:02:00+00:00,long,,114.5,,1.0,0.5,,False,sizing_3state_only
2021-10-06 00:00:00,2021-10-06 14:02:00+00:00,short,,-268.0,,1.0,0.5,,False,sizing_3state_only
2021-10-07,2021-10-07 14:00:00+00:00,long,-144.5,,1.0,,,,False,retained_only
2021-10-07 00:00:00,2021-10-07 14:01:00+00:00,long,,-441.0,,3.0,1.0,,False,sizing_3state_only
2021-10-08 00:00:00,2021-10-08 14:41:00+00:00,short,,59.0,,1.0,0.5,,False,sizing_3state_only
2021-10-11 00:00:00,2021-10-11 14:01:00+00:00,long,,-314.0,,1.0,0.5,,False,sizing_3state_only
2021-10-12 00:00:00,2021-10-12 14:37:00+00:00,short,,57.5,,1.0,0.5,,False,sizing_3state_only
2021-10-13 00:00:00,2021-10-13 14:12:00+00:00,short,,-358.0,,2.0,0.5,,False,sizing_3state_only
2021-10-14 00:00:00,2021-10-14 14:02:00+00:00,long,,580.0,,4.0,1.0,,False,sizing_3state_only
2021-10-14,2021-10-14 14:06:00+00:00,long,127.0,,1.0,,,,False,retained_only
2021-10-18 00:00:00,2021-10-18 14:06:00+00:00,long,,277.0,,1.0,0.5,,False,sizing_3state_only
2021-10-20 00:00:00,2021-10-20 14:01:00+00:00,short,,-520.0,,5.0,0.75,,False,sizing_3state_only
2021-10-22 00:00:00,2021-10-22 14:30:00+00:00,long,,-318.0,,2.0,0.5,,False,sizing_3state_only
2021-10-26,2021-10-26 14:08:00+00:00,long,-176.0,-352.0,1.0,2.0,0.5,2.0,True,matched_on_entry_time_and_direction
2021-10-27,2021-10-27 13:46:00+00:00,long,-74.5,,1.0,,,,False,retained_only
2021-10-27 00:00:00,2021-10-27 14:55:00+00:00,long,,-224.0,,2.0,0.5,,False,sizing_3state_only
2021-10-28 00:00:00,2021-10-28 14:09:00+00:00,long,,-494.0,,4.0,0.75,,False,sizing_3state_only
2021-10-29 00:00:00,2021-10-29 14:09:00+00:00,long,,1080.0,,4.0,1.0,,False,sizing_3state_only
2021-11-01 00:00:00,2021-11-01 14:01:00+00:00,short,,-460.5,,3.0,0.75,,False,sizing_3state_only
2021-11-02,2021-11-02 13:49:00+00:00,long,4.5,,1.0,,,,False,retained_only
2021-11-03 00:00:00,2021-11-03 14:05:00+00:00,short,,-726.0,,6.0,1.0,,False,sizing_3state_only
2021-11-04,2021-11-04 13:54:00+00:00,long,192.5,,1.0,,,,False,retained_only
2021-11-04 00:00:00,2021-11-04 14:03:00+00:00,long,,303.0,,2.0,0.75,,False,sizing_3state_only
2021-11-08 00:00:00,2021-11-08 15:41:00+00:00,short,,-120.0,,4.0,1.0,,False,sizing_3state_only
2021-11-10 00:00:00,2021-11-10 15:05:00+00:00,long,,-573.0,,2.0,1.0,,False,sizing_3state_only
2021-11-11 00:00:00,2021-11-11 15:17:00+00:00,short,,186.0,,4.0,0.75,,False,sizing_3state_only
2021-11-12 00:00:00,2021-11-12 15:47:00+00:00,long,,423.0,,2.0,0.5,,False,sizing_3state_only
2021-11-15 00:00:00,2021-11-15 15:11:00+00:00,short,,-25.0,,2.0,0.5,,False,sizing_3state_only
2021-11-16,2021-11-16 15:17:00+00:00,long,77.0,77.0,1.0,1.0,0.5,1.0,False,matched_on_entry_time_and_direction
2021-11-17 00:00:00,2021-11-17 15:13:00+00:00,long,,-118.5,,3.0,0.5,,False,sizing_3state_only
2021-11-18 00:00:00,2021-11-18 15:11:00+00:00,short,,-448.5,,3.0,0.75,,False,sizing_3state_only
2021-11-18,2021-11-18 16:51:00+00:00,long,46.0,,1.0,,,,False,retained_only
2021-11-19,2021-11-19 14:57:00+00:00,long,-38.5,,1.0,,,,False,retained_only
2021-11-22,2021-11-22 14:50:00+00:00,long,-188.5,,1.0,,,,False,retained_only
2021-11-22 00:00:00,2021-11-22 15:02:00+00:00,long,,-436.0,,2.0,0.75,,False,sizing_3state_only
2021-11-23 00:00:00,2021-11-23 15:14:00+00:00,short,,-42.5,,1.0,0.75,,False,sizing_3state_only
2021-11-24 00:00:00,2021-11-24 15:03:00+00:00,long,,488.0,,2.0,1.0,,False,sizing_3state_only
2021-11-29,2021-11-29 14:56:00+00:00,long,299.0,,1.0,,,,False,retained_only
2021-11-29 00:00:00,2021-11-29 15:03:00+00:00,long,,492.0,,3.0,1.0,,False,sizing_3state_only
2021-11-30 00:00:00,2021-11-30 15:01:00+00:00,long,,-664.5,,3.0,1.0,,False,sizing_3state_only
2021-12-01 00:00:00,2021-12-01 15:02:00+00:00,long,,-534.0,,3.0,0.75,,False,sizing_3state_only
2021-12-07,2021-12-07 14:46:00+00:00,long,253.0,,1.0,,,,False,retained_only
2021-12-07 00:00:00,2021-12-07 15:02:00+00:00,long,,185.0,,1.0,0.5,,False,sizing_3state_only
2021-12-09 00:00:00,2021-12-09 15:08:00+00:00,short,,754.0,,2.0,0.75,,False,sizing_3state_only
2021-12-10 00:00:00,2021-12-10 15:48:00+00:00,short,,-291.0,,1.0,0.5,,False,sizing_3state_only
2021-12-13 00:00:00,2021-12-13 15:22:00+00:00,short,,957.0,,3.0,1.0,,False,sizing_3state_only
2021-12-14 00:00:00,2021-12-14 15:48:00+00:00,short,,-145.5,,1.0,0.5,,False,sizing_3state_only
2021-12-15 00:00:00,2021-12-15 16:14:00+00:00,short,,-222.5,,1.0,0.5,,False,sizing_3state_only
2021-12-16 00:00:00,2021-12-16 15:01:00+00:00,short,,710.0,,1.0,0.75,,False,sizing_3state_only
2021-12-20 00:00:00,2021-12-20 15:59:00+00:00,short,,-254.5,,1.0,0.5,,False,sizing_3state_only
2021-12-21 00:00:00,2021-12-21 15:04:00+00:00,short,,-561.0,,2.0,0.75,,False,sizing_3state_only
2021-12-22,2021-12-22 14:46:00+00:00,long,334.0,,1.0,,,,False,retained_only
2021-12-22 00:00:00,2021-12-22 15:39:00+00:00,long,,400.0,,2.0,1.0,,False,sizing_3state_only
2021-12-23,2021-12-23 15:01:00+00:00,long,108.0,324.0,1.0,3.0,0.75,3.0,True,matched_on_entry_time_and_direction
2021-12-27,2021-12-27 15:03:00+00:00,long,218.0,654.0,1.0,3.0,1.0,3.0,True,matched_on_entry_time_and_direction
2021-12-28 00:00:00,2021-12-28 15:10:00+00:00,short,,27.0,,1.0,0.5,,False,sizing_3state_only
2021-12-29 00:00:00,2021-12-29 15:06:00+00:00,short,,-162.5,,5.0,1.0,,False,sizing_3state_only
2021-12-30 00:00:00,2021-12-30 15:06:00+00:00,long,,-311.0,,2.0,0.5,,False,sizing_3state_only
2021-12-30,2021-12-30 15:28:00+00:00,long,-236.0,,1.0,,,,False,retained_only
2021-12-31 00:00:00,2021-12-31 15:02:00+00:00,short,,41.0,,2.0,0.75,,False,sizing_3state_only
2022-01-04 00:00:00,2022-01-04 15:02:00+00:00,short,,1352.0,,4.0,1.0,,False,sizing_3state_only
2022-01-07 00:00:00,2022-01-07 15:21:00+00:00,short,,313.0,,2.0,1.0,,False,sizing_3state_only
2022-01-12 00:00:00,2022-01-12 15:11:00+00:00,long,,-236.5,,1.0,0.5,,False,sizing_3state_only
2022-01-13 00:00:00,2022-01-13 15:04:00+00:00,short,,1320.0,,5.0,1.0,,False,sizing_3state_only
2022-01-19 00:00:00,2022-01-19 15:37:00+00:00,short,,378.5,,1.0,0.5,,False,sizing_3state_only
2022-01-20,2022-01-20 14:48:00+00:00,long,-201.0,,1.0,,,,False,retained_only
2022-01-20 00:00:00,2022-01-20 15:03:00+00:00,long,,-516.0,,2.0,1.0,,False,sizing_3state_only
2022-01-31 00:00:00,2022-01-31 15:01:00+00:00,long,,468.5,,1.0,1.0,,False,sizing_3state_only
2022-02-02 00:00:00,2022-02-02 16:04:00+00:00,short,,-345.0,,2.0,1.0,,False,sizing_3state_only
2022-02-07 00:00:00,2022-02-07 16:18:00+00:00,short,,297.0,,2.0,1.0,,False,sizing_3state_only
2022-02-09 00:00:00,2022-02-09 15:20:00+00:00,short,,-564.0,,3.0,1.0,,False,sizing_3state_only
2022-02-10 00:00:00,2022-02-10 15:03:00+00:00,long,,-442.0,,1.0,0.75,,False,sizing_3state_only
2022-02-11,2022-02-11 14:47:00+00:00,long,-221.5,,1.0,,,,False,retained_only
2022-02-14,2022-02-14 14:51:00+00:00,long,-230.5,,1.0,,,,False,retained_only
2022-02-14 00:00:00,2022-02-14 16:20:00+00:00,long,,-631.0,,2.0,1.0,,False,sizing_3state_only
2022-02-15 00:00:00,2022-02-15 15:42:00+00:00,long,,-331.0,,2.0,0.5,,False,sizing_3state_only
2022-02-17 00:00:00,2022-02-17 15:20:00+00:00,short,,404.5,,1.0,0.5,,False,sizing_3state_only
2022-02-18 00:00:00,2022-02-18 15:31:00+00:00,short,,230.0,,2.0,1.0,,False,sizing_3state_only
2022-02-21 00:00:00,2022-02-21 15:50:00+00:00,short,,981.0,,3.0,0.75,,False,sizing_3state_only
2022-02-28 00:00:00,2022-02-28 15:37:00+00:00,long,,-256.0,,1.0,0.5,,False,sizing_3state_only
2022-03-02 00:00:00,2022-03-02 15:10:00+00:00,short,,-282.5,,1.0,0.75,,False,sizing_3state_only
2022-03-03 00:00:00,2022-03-03 15:07:00+00:00,short,,1052.0,,2.0,1.0,,False,sizing_3state_only
2022-03-04 00:00:00,2022-03-04 15:12:00+00:00,short,,5.0,,1.0,0.75,,False,sizing_3state_only
2022-03-10 00:00:00,2022-03-10 15:34:00+00:00,short,,-705.0,,3.0,1.0,,False,sizing_3state_only
2022-03-11 00:00:00,2022-03-11 15:01:00+00:00,short,,448.0,,1.0,0.75,,False,sizing_3state_only
2022-03-15 00:00:00,2022-03-15 14:05:00+00:00,long,,1034.0,,2.0,1.0,,False,sizing_3state_only
2022-03-16 00:00:00,2022-03-16 14:02:00+00:00,long,,-566.0,,2.0,1.0,,False,sizing_3state_only
2022-03-17 00:00:00,2022-03-17 14:05:00+00:00,long,,521.0,,2.0,1.0,,False,sizing_3state_only
2022-03-21 00:00:00,2022-03-21 14:05:00+00:00,short,,-172.5,,1.0,0.75,,False,sizing_3state_only
2022-03-22 00:00:00,2022-03-22 14:01:00+00:00,long,,603.0,,2.0,0.75,,False,sizing_3state_only
