trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,exit_time,exit_price,exit_reason,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,position_sizing_mode,stop_distance_points,contracts_raw,initial_stop_price,campaign_variant_name,scope,alpha_variant_name,phase,account_size_usd,risk_per_trade_pct,risk_budget_usd,leverage_used,risk_pct_decimal,max_contracts,skip_trade_if_too_small,capital_after_trade_usd
62,2021-06-03,short,3,2021-06-03 11:30:00-04:00,4198.75,4198.75,2021-06-03 13:30:00-04:00,4195.83125,mixed_trailing_stop,18.75,56.25,56.25,62981.25,2.918749999999818,11.674999999999272,43.78124999999727,7.5,36.28124999999727,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-06-03 10:30:00-04:00,2,risk_percent,3.75,6.64268125,4202.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49820.109375,0.25,124.5502734375,1.2641732583510612,0.0025,3.0,False,49856.390625
63,2021-06-08,long,3,2021-06-08 10:30:00-04:00,4221.5,4218.0,2021-06-08 11:30:00-04:00,4217.75,stop_ambiguous_first,17.5,52.5,52.5,63322.5,-3.75,-15.0,-56.25,7.5,-63.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-06-08 09:30:00-04:00,1,risk_percent,3.5,7.1223415178571425,4218.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49856.390625,0.25,124.6409765625,1.2700979594830026,0.0025,3.0,False,49792.640625
64,2021-06-21,short,3,2021-06-21 10:30:00-04:00,4196.0,4197.5,2021-06-21 11:30:00-04:00,4197.75,stop,7.5,22.5,22.5,62940.0,-1.75,-7.0,-26.25,7.5,-33.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-06-21 09:30:00-04:00,1,risk_percent,1.5,16.597546875,4197.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49792.640625,0.25,124.4816015625,1.2640422200946488,0.0025,3.0,False,49758.890625
65,2021-07-06,long,3,2021-07-06 10:30:00-04:00,4328.5,4324.25,2021-07-06 11:30:00-04:00,4324.0,stop,21.25,63.75,63.75,64927.5,-4.5,-18.0,-67.5,7.5,-75.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-07-06 09:30:00-04:00,1,risk_percent,4.25,5.853987132352942,4324.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49758.890625,0.25,124.39722656250001,1.30484219371601,0.0025,3.0,False,49683.890625
66,2021-07-07,long,3,2021-07-07 10:30:00-04:00,4331.75,4342.875,2021-07-07 14:30:00-04:00,4339.5,mixed_trailing_stop,5.0,15.0,15.0,64976.25,7.75,31.0,116.25,7.5,108.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-07-07 09:30:00-04:00,4,risk_percent,1.0,24.841945312500002,4330.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49683.890625,0.25,124.20972656250001,1.3077931132733227,0.0025,3.0,False,49792.640625
67,2021-07-20,short,3,2021-07-20 10:30:00-04:00,4295.0,4299.5,2021-07-20 11:30:00-04:00,4299.75,stop,22.5,67.5,67.5,64425.0,-4.75,-19.0,-71.25,7.5,-78.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-07-20 09:30:00-04:00,1,risk_percent,4.5,5.532515625,4299.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49792.640625,0.25,124.4816015625,1.293865904505843,0.0025,3.0,False,49713.890625
68,2021-08-16,long,3,2021-08-16 10:30:00-04:00,4434.75,4457.9125,2021-08-16 14:30:00-04:00,4453.16875,mixed_partial_time_stop,8.75,26.25,26.25,66521.25,18.418749999999818,73.67499999999927,276.28124999999727,7.5,268.78124999999727,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-08-16 09:30:00-04:00,4,risk_percent,1.75,14.20396875,4433.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49713.890625,0.25,124.2847265625,1.338081754690669,0.0025,3.0,False,49982.671875
69,2021-08-19,short,2,2021-08-19 10:30:00-04:00,4393.75,4403.5,2021-08-19 11:30:00-04:00,4403.75,stop,48.75,97.5,97.5,43937.5,-10.0,-40.0,-100.0,5.0,-105.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-08-19 09:30:00-04:00,1,risk_percent,9.75,2.5632139423076925,4403.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49982.671875,0.25,124.9566796875,0.8790546473762313,0.0025,3.0,False,49877.671875
70,2021-08-20,short,3,2021-08-20 10:30:00-04:00,4428.75,4433.0,2021-08-20 11:30:00-04:00,4433.25,stop,21.25,63.75,63.75,66431.25,-4.5,-18.0,-67.5,7.5,-75.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-08-20 09:30:00-04:00,1,risk_percent,4.25,5.867961397058823,4433.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49877.671875,0.25,124.6941796875,1.331883536314314,0.0025,3.0,False,49802.671875
71,2021-09-07,long,3,2021-09-07 10:30:00-04:00,4515.0,4520.55625,2021-09-07 14:30:00-04:00,4520.721875,mixed_partial_time_stop,21.25,63.75,63.75,67725.0,5.721875000000182,22.887500000000728,85.82812500000273,7.5,78.32812500000273,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-09-07 09:30:00-04:00,4,risk_percent,4.25,5.859137867647059,4510.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49802.671875,0.25,124.5066796875,1.3598667993151723,0.0025,3.0,False,49881.0
72,2021-09-28,long,2,2021-09-28 10:30:00-04:00,4364.25,4355.25,2021-09-28 11:30:00-04:00,4355.0,stop,45.0,90.0,90.0,43642.5,-9.25,-37.0,-92.5,5.0,-97.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-09-28 09:30:00-04:00,1,risk_percent,9.0,2.771166666666667,4355.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49881.0,0.25,124.7025,0.8749323389667408,0.0025,3.0,False,49783.5
73,2021-10-01,long,3,2021-10-01 10:30:00-04:00,4282.0,4333.35,2021-10-01 14:30:00-04:00,4323.825,mixed_partial_time_stop,25.0,75.0,75.0,64230.0,41.82499999999982,167.29999999999927,627.3749999999973,7.5,619.8749999999973,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-10-01 09:30:00-04:00,4,risk_percent,5.0,4.978350000000001,4277.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,49783.5,0.25,124.45875000000001,1.2901865075778118,0.0025,3.0,False,50403.375
74,2021-10-04,long,3,2021-10-04 10:30:00-04:00,4304.25,4302.75,2021-10-04 11:30:00-04:00,4302.5,stop,7.5,22.5,22.5,64563.75,-1.75,-7.0,-26.25,7.5,-33.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-10-04 09:30:00-04:00,1,risk_percent,1.5,16.801125,4302.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50403.375,0.25,126.0084375,1.2809410084146151,0.0025,3.0,False,50369.625
75,2021-10-13,long,3,2021-10-13 10:30:00-04:00,4323.5,4341.6875,2021-10-13 14:30:00-04:00,4340.40625,mixed_partial_time_stop,22.5,67.5,67.5,64852.5,16.90625,67.625,253.59375,7.5,246.09375,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-10-13 09:30:00-04:00,4,risk_percent,4.5,5.596625,4319.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50369.625,0.25,125.9240625,1.287531920279335,0.0025,3.0,False,50615.71875
76,2021-11-09,long,2,2021-11-09 10:30:00-05:00,4677.0,4666.0,2021-11-09 11:30:00-05:00,4665.75,stop,55.0,110.0,110.0,46770.0,-11.25,-45.0,-112.5,5.0,-117.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-11-09 09:30:00-05:00,1,risk_percent,11.0,2.3007144886363635,4666.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50615.71875,0.25,126.539296875,0.9240212557487392,0.0025,3.0,False,50498.21875
77,2021-11-10,short,3,2021-11-10 10:30:00-05:00,4673.75,4639.56875,2021-11-10 14:30:00-05:00,4653.375,mixed_trailing_stop,25.0,75.0,75.0,70106.25,20.375,81.5,305.625,7.5,298.125,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-11-10 09:30:00-05:00,4,risk_percent,5.0,5.049821875,4678.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50498.21875,0.25,126.245546875,1.3882915424615843,0.0025,3.0,False,50796.34375
78,2021-11-18,long,3,2021-11-18 10:30:00-05:00,4673.25,4697.75625,2021-11-18 12:30:00-05:00,4688.25,mixed_trailing_stop,26.25,78.75,78.75,70098.75,15.0,60.0,225.0,7.5,217.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-11-18 09:30:00-05:00,2,risk_percent,5.25,4.8377470238095235,4668.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50796.34375,0.25,126.990859375,1.3799959765804994,0.0025,3.0,False,51013.84375
79,2021-11-30,long,1,2021-11-30 11:30:00-05:00,4590.25,4574.75,2021-11-30 12:30:00-05:00,4574.5,stop,77.5,77.5,77.5,22951.25,-15.75,-63.0,-78.75,2.5,-81.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-11-30 10:30:00-05:00,1,risk_percent,15.5,1.6456078629032258,4574.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51013.84375,0.25,127.534609375,0.44990238556568285,0.0025,3.0,False,50932.59375
80,2021-12-02,short,1,2021-12-02 10:30:00-05:00,4553.0,4567.75,2021-12-02 11:30:00-05:00,4568.0,stop,73.75,73.75,73.75,22765.0,-15.0,-60.0,-75.0,2.5,-77.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-12-02 09:30:00-05:00,1,risk_percent,14.75,1.7265286016949153,4567.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50932.59375,0.25,127.331484375,0.4469632964647515,0.0025,3.0,False,50855.09375
81,2022-01-05,long,3,2022-01-05 15:30:00-05:00,4711.25,4707.5,2022-01-06 09:30:00-05:00,4707.25,stop,18.75,56.25,56.25,70668.75,-4.0,-16.0,-60.0,7.5,-67.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-01-05 14:30:00-05:00,1,risk_percent,3.75,6.780679166666667,4707.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50855.09375,0.25,127.13773437500001,1.389610062413856,0.0025,3.0,False,50787.59375
82,2022-01-10,long,2,2022-01-10 10:30:00-05:00,4589.0,4589.0,2022-01-10 12:30:00-05:00,4595.36875,mixed_trailing_stop,42.5,85.0,85.0,45890.0,6.368749999999636,25.474999999998545,63.68749999999636,5.0,58.68749999999636,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-01-10 09:30:00-05:00,2,risk_percent,8.5,2.9875055147058824,4580.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50787.59375,0.25,126.968984375,0.9035671236147115,0.0025,3.0,False,50846.28125
83,2022-02-10,short,2,2022-02-10 10:30:00-05:00,4564.0,4564.0,2022-02-10 12:30:00-05:00,4558.253125,mixed_trailing_stop,50.0,100.0,100.0,45640.0,5.746874999999818,22.987499999999272,57.46874999999818,5.0,52.46874999999818,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-02-10 09:30:00-05:00,2,risk_percent,10.0,2.5423140625,4574.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50846.28125,0.25,127.115703125,0.8976074331886366,0.0025,3.0,False,50898.75
84,2022-02-23,long,3,2022-02-23 10:30:00-05:00,4286.75,4284.0,2022-02-23 11:30:00-05:00,4283.75,stop_ambiguous_first,13.75,41.25,41.25,64301.25,-3.0,-12.0,-45.0,7.5,-52.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-02-23 09:30:00-05:00,1,risk_percent,2.75,9.254318181818181,4284.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50898.75,0.25,127.246875,1.2633168790982097,0.0025,3.0,False,50846.25
85,2022-03-08,long,3,2022-03-08 10:30:00-05:00,4166.5,4160.25,2022-03-08 11:30:00-05:00,4160.0,stop_ambiguous_first,31.25,93.75,93.75,62497.5,-6.5,-26.0,-97.5,7.5,-105.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-03-08 09:30:00-05:00,1,risk_percent,6.25,4.0677,4160.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50846.25,0.25,127.11562500000001,1.2291466922339405,0.0025,3.0,False,50741.25
86,2022-04-19,short,3,2022-04-19 10:30:00-04:00,4435.75,4437.5,2022-04-19 11:30:00-04:00,4437.75,stop,8.75,26.25,26.25,66536.25,-2.0,-8.0,-30.0,7.5,-37.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-04-19 09:30:00-04:00,1,risk_percent,1.75,14.4975,4437.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50741.25,0.25,126.853125,1.31128519695514,0.0025,3.0,False,50703.75
87,2022-04-22,long,3,2022-04-22 10:30:00-04:00,4337.5,4336.0,2022-04-22 11:30:00-04:00,4335.75,stop,7.5,22.5,22.5,65062.5,-1.75,-7.0,-26.25,7.5,-33.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-04-22 09:30:00-04:00,1,risk_percent,1.5,16.90125,4336.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50703.75,0.25,126.759375,1.2831891132312698,0.0025,3.0,False,50670.0
88,2022-05-05,long,3,2022-05-05 10:30:00-04:00,4186.25,4182.75,2022-05-05 11:30:00-04:00,4182.5,stop,17.5,52.5,52.5,62793.75,-3.75,-15.0,-56.25,7.5,-63.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-05-05 09:30:00-04:00,1,risk_percent,3.5,7.238571428571428,4182.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50670.0,0.25,126.675,1.2392687981053878,0.0025,3.0,False,50606.25
89,2022-05-11,short,3,2022-05-11 10:30:00-04:00,4030.75,4038.75,2022-05-11 11:30:00-04:00,4039.0,stop_ambiguous_first,40.0,120.0,120.0,60461.25,-8.25,-33.0,-123.75,7.5,-131.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-05-11 09:30:00-04:00,1,risk_percent,8.0,3.162890625,4038.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50606.25,0.25,126.515625,1.194738792145239,0.0025,3.0,False,50475.0
90,2022-06-22,short,3,2022-06-22 10:30:00-04:00,3785.75,3788.25,2022-06-22 11:30:00-04:00,3788.5,stop_ambiguous_first,12.5,37.5,37.5,56786.25,-2.75,-11.0,-41.25,7.5,-48.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-06-22 09:30:00-04:00,1,risk_percent,2.5,10.095,3788.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50475.0,0.25,126.1875,1.125037147102526,0.0025,3.0,False,50426.25
91,2022-06-24,short,3,2022-06-24 10:30:00-04:00,3883.25,3890.0,2022-06-24 11:30:00-04:00,3890.25,stop,33.75,101.25,101.25,58248.75,-7.0,-28.0,-105.0,7.5,-112.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-06-24 09:30:00-04:00,1,risk_percent,6.75,3.7352777777777777,3890.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50426.25,0.25,126.065625,1.15512753774076,0.0025,3.0,False,50313.75
92,2022-06-27,long,3,2022-06-27 10:30:00-04:00,3900.25,3900.25,2022-06-27 13:30:00-04:00,3906.45,mixed_trailing_stop,35.0,105.0,105.0,58503.75,6.199999999999818,24.799999999999272,92.99999999999727,7.5,85.49999999999727,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-06-27 09:30:00-04:00,3,risk_percent,7.0,3.5938392857142856,3893.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50313.75,0.25,125.784375,1.162778564507714,0.0025,3.0,False,50399.25
93,2022-06-30,long,2,2022-06-30 10:30:00-04:00,3751.25,3801.00625,2022-06-30 12:30:00-04:00,3782.75,mixed_trailing_stop,51.25,102.5,102.5,37512.5,31.5,126.0,315.0,5.0,310.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-06-30 09:30:00-04:00,2,risk_percent,10.25,2.4585,3741.0,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50399.25,0.25,125.998125,0.7443067109133569,0.0025,3.0,False,50709.25
94,2022-07-28,long,3,2022-07-28 10:30:00-04:00,4000.5,4059.975,2022-07-28 14:30:00-04:00,4044.7625,mixed_partial_time_stop,30.0,90.0,90.0,60007.5,44.26249999999982,177.04999999999927,663.9374999999973,7.5,656.4374999999973,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-07-28 09:30:00-04:00,4,risk_percent,6.0,4.225770833333334,3994.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50709.25,0.25,126.77312500000001,1.1833639819165143,0.0025,3.0,False,51365.6875
95,2022-08-26,long,2,2022-08-26 11:30:00-04:00,4118.25,4106.5,2022-08-26 12:30:00-04:00,4106.25,stop,58.75,117.5,117.5,41182.5,-12.0,-48.0,-120.0,5.0,-125.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-08-26 10:30:00-04:00,1,risk_percent,11.75,2.1857739361702127,4106.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51365.6875,0.25,128.41421875,0.8017511690075209,0.0025,3.0,False,51240.6875
96,2022-08-30,long,3,2022-08-30 10:30:00-04:00,4005.75,4000.75,2022-08-30 11:30:00-04:00,4000.5,stop,25.0,75.0,75.0,60086.25,-5.25,-21.0,-78.75,7.5,-86.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-08-30 09:30:00-04:00,1,risk_percent,5.0,5.12406875,4000.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51240.6875,0.25,128.10171875,1.1726277091813024,0.0025,3.0,False,51154.4375
97,2022-09-29,long,2,2022-09-29 10:30:00-04:00,3643.5,3643.5,2022-09-29 12:30:00-04:00,3651.496875,mixed_trailing_stop,61.25,122.5,122.5,36435.0,7.996874999999818,31.987499999999272,79.96874999999818,5.0,74.96874999999818,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-09-29 09:30:00-04:00,2,risk_percent,12.25,2.087936224489796,3631.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51154.4375,0.25,127.88609375,0.712254924120708,0.0025,3.0,False,51229.40625
98,2022-10-13,short,1,2022-10-13 11:30:00-04:00,3624.0,3648.75,2022-10-13 12:30:00-04:00,3649.0,stop,123.75,123.75,123.75,18120.0,-25.0,-100.0,-125.0,2.5,-127.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-10-13 10:30:00-04:00,1,risk_percent,24.75,1.0349375,3648.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51229.40625,0.25,128.073515625,0.3537031038691767,0.0025,3.0,False,51101.90625
99,2022-10-14,long,1,2022-10-14 10:30:00-04:00,3641.75,3627.75,2022-10-14 11:30:00-04:00,3627.5,stop,70.0,70.0,70.0,18208.75,-14.25,-57.0,-71.25,2.5,-73.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-10-14 09:30:00-04:00,1,risk_percent,14.0,1.8250680803571429,3627.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51101.90625,0.25,127.754765625,0.3563223240815992,0.0025,3.0,False,51028.15625
100,2022-11-02,long,3,2022-11-02 15:30:00-04:00,3789.5,3781.25,2022-11-03 09:30:00-04:00,3781.0,stop,41.25,123.75,123.75,56842.5,-8.5,-34.0,-127.5,7.5,-135.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-11-02 14:30:00-04:00,1,risk_percent,8.25,3.0926155303030303,3781.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51028.15625,0.25,127.570390625,1.113943833704554,0.0025,3.0,False,50893.15625
101,2022-11-30,short,3,2022-11-30 14:30:00-05:00,4039.0,4043.5,2022-11-30 15:30:00-05:00,4043.75,stop,22.5,67.5,67.5,60585.0,-4.75,-19.0,-71.25,7.5,-78.75,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-11-30 13:30:00-05:00,1,risk_percent,4.5,5.654795138888889,4043.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50893.15625,0.25,127.232890625,1.1904351088462901,0.0025,3.0,False,50814.40625
102,2022-12-01,long,3,2022-12-01 10:30:00-05:00,4060.5,4068.625,2022-12-01 14:30:00-05:00,4076.8125,mixed_partial_time_stop,13.75,41.25,41.25,60907.5,16.3125,65.25,244.6875,7.5,237.1875,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-12-01 09:30:00-05:00,4,risk_percent,2.75,9.238982954545454,4057.75,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50814.40625,0.25,127.036015625,1.1986266197885564,0.0025,3.0,False,51051.59375
103,2022-12-06,long,3,2022-12-06 10:30:00-05:00,3964.5,3962.5,2022-12-06 11:30:00-05:00,3962.25,stop,10.0,30.0,30.0,59467.5,-2.25,-9.0,-33.75,7.5,-41.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2022-12-06 09:30:00-05:00,1,risk_percent,2.0,12.7628984375,3962.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51051.59375,0.25,127.628984375,1.164850999387262,0.0025,3.0,False,51010.34375
104,2023-02-01,short,3,2023-02-01 15:30:00-05:00,4138.5,4144.5,2023-02-02 09:30:00-05:00,4144.75,stop,30.0,90.0,90.0,62077.5,-6.25,-25.0,-93.75,7.5,-101.25,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-02-01 14:30:00-05:00,1,risk_percent,6.0,4.250861979166666,4144.5,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,51010.34375,0.25,127.525859375,1.2169590603866496,0.0025,3.0,False,50909.09375
105,2023-02-03,short,2,2023-02-03 10:30:00-05:00,4174.0,4184.25,2023-02-03 11:30:00-05:00,4184.5,stop,51.25,102.5,102.5,41740.0,-10.5,-42.0,-105.0,5.0,-110.0,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-02-03 09:30:00-05:00,1,risk_percent,10.25,2.4833704268292682,4184.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50909.09375,0.25,127.272734375,0.8198928113899101,0.0025,3.0,False,50799.09375
106,2023-03-07,long,2,2023-03-07 10:30:00-05:00,4023.75,4012.25,2023-03-07 11:30:00-05:00,4012.0,stop,57.5,115.0,115.0,40237.5,-11.75,-47.0,-117.5,5.0,-122.5,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2023-03-07 09:30:00-05:00,1,risk_percent,11.5,2.20865625,4012.25,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,50799.09375,0.25,126.99773437500001,0.7920909022122072,0.0025,3.0,False,50676.59375
